cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hprecalc13,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,firstgen,re_all,living18,sex,StemMaj,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,SFcareer,SFotherwork,SFdiscuss,SFperform,id,DE_group_temp,hdc17,DC_student
0,7,0.3836000000000004,7,6,-0.0411999999999999,1,1,0,5,0.5182000000000002,2,-0.31579999999999986,0,Hispanic/Latino,On-campus (residence hall),Female,0,46,1,3.4575004204377193,2.39201192030529,2.39201192030529,24,1.9,2.9,3,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,6.0,2,1,3,1,3569,2,4,1
0,7,0.3836000000000004,7,5,-1.0412,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Hispanic/Latino,On-campus (residence hall),Male,0,23,1,1.1936784921660064,0.12818999203357695,0.12818999203357695,8,0.30000000000000004,1.3,3,3,3,4,4,4,4,4,3,3,2,3,3,3,3,4.0,4.0,4.0,,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2,1,3,2,3570,2,4,1
0,8,1.3836000000000004,7,6,-0.0411999999999999,1,1,1,7,2.5182,2,-0.31579999999999986,0,Hispanic/Latino,On-campus (residence hall),Male,0,4,0,0.0,-1.0654885001324295,-0.0,-8,-1.3,-0.30000000000000004,3,3,4,4,4,4,4,3,3,3,3,4,2,3,3,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2,2,4,2,3571,1,3,1
0,5,-1.6163999999999996,7,6,-0.0411999999999999,0,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,29,1,1.7914849575857832,0.7259964574533537,0.7259964574533537,0,-0.5,0.5,3,2,2,3,3,4,3,3,3,3,3,2,2,2,2,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,2,3,2,1,3572,2,6,1
1,6,-0.6163999999999996,7,5,-1.0412,1,0,1,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,2,0,0.0,-1.0654885001324295,-0.0,15,1.0,2.0,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,3,1,2,2,3573,1,1,0
1,8,1.3836000000000004,7,8,1.9588,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,18,1,0.6805331478325719,-0.38495535229985756,-0.38495535229985756,-15,-2.0,-1.0,3,3,3,3,4,3,3,4,3,2,3,3,3,3,3,5.0,,5.0,,4.0,6.0,5.0,6.0,6.0,5.0,5.0,3,3,3,2,3574,2,5,1
1,7,0.3836000000000004,6,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,4,1.6842000000000001,1,White,Off-campus (rent/apartment),Female,1,9,0,0.0,-1.0654885001324295,-0.0,8,0.30000000000000004,1.3,2,2,2,3,4,4,4,4,2,2,2,1,1,3,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,,5.0,5.0,4,2,1,2,3575,1,1,0
1,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,1,-3.4818,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,6,0,0.0,-1.0654885001324295,-0.0,3,-0.2,0.8,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,,4.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2,1,3,3,3576,1,1,0
1,7,0.3836000000000004,6,5,-1.0412,0,0,0,3,-1.4817999999999998,3,0.6842000000000001,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,6,0,0.0,-1.0654885001324295,-0.0,13,0.8,1.8,2,3,2,4,3,4,3,4,2,2,3,2,2,3,3,4.0,,,4.0,4.0,5.0,7.0,6.0,6.0,6.0,6.0,3,4,2,2,3577,1,2,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,7,2.5182,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,1,21,1,0.9912902368051093,-0.07419826332732016,-0.07419826332732016,5,0.0,1.0,2,2,2,4,3,4,3,3,2,2,2,2,2,2,2,,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,6.0,6.0,3,3,2,2,3578,2,6,1
1,8,1.3836000000000004,7,5,-1.0412,1,0,1,6,1.5182000000000002,2,-0.31579999999999986,1,Other/Multiracial/Unknown,With family (commuting),Male,0,9,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,4,4,4,3,3,3,3,3,3,4,3,3,2,2,2,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,2,1,2,2,3579,1,1,0
0,7,0.3836000000000004,6,6,-0.0411999999999999,1,0,1,3,-1.4817999999999998,2,-0.31579999999999986,0,Black/African American,Off-campus (rent/apartment),Male,0,1,0,0.0,-1.0654885001324295,-0.0,11,0.6000000000000001,1.6,1,2,2,4,4,3,4,4,2,2,3,3,3,3,3,4.0,4.0,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2,1,2,2,3580,1,1,0
0,7,0.3836000000000004,6,5,-1.0412,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,0,White,Off-campus (rent/apartment),Female,0,24,1,1.2512177006600944,0.18572920052766495,0.18572920052766495,25,2.0,3.0,3,3,4,4,3,3,4,4,3,4,3,3,3,2,3,3.0,4.0,3.0,4.0,4.0,3.0,6.0,6.0,6.0,6.0,5.0,3,1,2,1,3581,2,5,1
1,7,0.3836000000000004,6,7,0.9588000000000001,0,0,0,6,1.5182000000000002,2,-0.31579999999999986,1,Other/Multiracial/Unknown,With family (commuting),Female,0,7,0,0.0,-1.0654885001324295,-0.0,-13,-1.8,-0.8,3,3,3,4,3,4,4,4,3,3,3,3,3,4,4,3.0,3.0,3.0,3.0,2.0,3.0,6.0,6.0,7.0,7.0,7.0,2,3,2,2,3582,1,3,1
0,6,-0.6163999999999996,7,5,-1.0412,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Black/African American,Off-campus (rent/apartment),Male,0,9,0,0.0,-1.0654885001324295,-0.0,-11,-1.6,-0.6000000000000001,3,2,2,2,2,3,3,3,3,2,3,3,2,2,1,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,2,2,2,4,3583,1,1,0
0,6,-0.6163999999999996,7,8,1.9588,0,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,White,Off-campus (rent/apartment),Male,0,11,0,0.0,-1.0654885001324295,-0.0,19,1.4,2.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,3,2,3,3,3584,1,3,1
0,7,0.3836000000000004,7,5,-1.0412,1,1,0,3,-1.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,7,0,0.0,-1.0654885001324295,-0.0,23,1.7999999999999998,2.8,2,1,2,2,2,2,2,2,3,3,4,3,3,3,2,4.0,,4.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,2,2,3,1,3585,1,2,1
1,6,-0.6163999999999996,7,8,1.9588,1,0,0,4,-0.4817999999999998,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Male,0,9,0,0.0,-1.0654885001324295,-0.0,19,1.4,2.4,3,3,3,4,3,3,3,3,2,1,1,1,1,4,3,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,,1,1,2,1,3586,1,2,1
0,8,1.3836000000000004,7,7,0.9588000000000001,0,0,1,4,-0.4817999999999998,2,-0.31579999999999986,0,White,Off-campus (rent/apartment),Female,0,22,1,1.0936080122668492,0.028119512134419766,0.028119512134419766,8,0.30000000000000004,1.3,3,3,3,2,2,2,2,2,4,3,4,3,3,3,3,4.0,3.0,4.0,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2,2,2,2,3587,2,6,1
1,7,0.3836000000000004,7,6,-0.0411999999999999,0,1,0,4,-0.4817999999999998,2,-0.31579999999999986,0,White,On-campus (residence hall),Female,0,37,1,2.5382008564069296,1.4727123562745001,1.4727123562745001,10,0.5,1.5,3,3,3,2,2,3,2,2,4,4,4,4,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,7.0,6.0,2,1,2,1,3588,2,4,1
0,8,1.3836000000000004,7,6,-0.0411999999999999,0,1,1,6,1.5182000000000002,2,-0.31579999999999986,0,Asian,With family (commuting),Male,1,46,1,3.431590093910856,2.3661015937784264,2.3661015937784264,-12,-1.7,-0.7,4,3,4,3,3,2,2,3,3,3,3,3,3,4,4,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,2,2,3,1,3589,2,6,1
0,7,0.3836000000000004,7,5,-1.0412,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,0,Hispanic/Latino,With family (commuting),Female,1,4,0,0.0,-1.0654885001324295,-0.0,15,1.0,2.0,3,3,3,4,3,3,3,3,3,3,3,3,2,3,4,5.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2,1,2,2,3590,1,1,0
1,6,-0.6163999999999996,7,5,-1.0412,0,0,1,6,1.5182000000000002,2,-0.31579999999999986,0,White,On-campus (residence hall),Female,0,14,1,0.28210211945027625,-0.7833863806821533,-0.7833863806821533,6,0.09999999999999998,1.1,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4.0,3.0,,3.0,3.0,4.0,7.0,6.0,6.0,6.0,5.0,2,2,2,2,3591,2,6,1
0,7,0.3836000000000004,6,6,-0.0411999999999999,1,0,0,7,2.5182,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,4,0,0.0,-1.0654885001324295,-0.0,12,0.7,1.7,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3,1,2,3,3592,1,3,1
0,5,-1.6163999999999996,7,6,-0.0411999999999999,0,0,0,4,-0.4817999999999998,1,-1.3157999999999999,1,Other/Multiracial/Unknown,With family (commuting),Male,0,3,0,0.0,-1.0654885001324295,-0.0,-15,-2.0,-1.0,3,3,3,2,2,2,3,2,3,2,2,3,3,3,3,5.0,,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,1,2,1,2,3593,1,2,1
1,7,0.3836000000000004,6,5,-1.0412,0,0,0,4,-0.4817999999999998,2,-0.31579999999999986,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,7,0,0.0,-1.0654885001324295,-0.0,11,0.6000000000000001,1.6,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,2,2,3,3,3594,1,3,1
0,8,1.3836000000000004,7,5,-1.0412,0,0,1,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,0,0,0.0,-1.0654885001324295,-0.0,-14,-1.9,-0.8999999999999999,2,2,2,3,2,2,2,2,3,4,3,3,3,3,3,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3,3,2,1,3595,0,2,1
1,8,1.3836000000000004,7,7,0.9588000000000001,1,1,1,3,-1.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,6,0,0.0,-1.0654885001324295,-0.0,30,2.5,3.5,2,2,2,4,3,3,4,3,3,3,3,3,2,2,2,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3,1,3,1,3596,1,2,1
1,7,0.3836000000000004,7,7,0.9588000000000001,1,0,0,6,1.5182000000000002,3,0.6842000000000001,1,White,Off-campus (rent/apartment),Female,0,16,1,0.43951453679284996,-0.6259739633395796,-0.6259739633395796,14,0.8999999999999999,1.9,1,1,1,3,3,3,3,4,2,2,2,2,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3,2,3,2,3597,2,5,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,0,3,-1.4817999999999998,2,-0.31579999999999986,1,White,With family (commuting),Female,0,8,0,0.0,-1.0654885001324295,-0.0,21,1.6,2.6,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,4.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,3598,1,3,1
0,5,-1.6163999999999996,7,6,-0.0411999999999999,0,0,1,3,-1.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,4,0,0.0,-1.0654885001324295,-0.0,5,0.0,1.0,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,4.0,5.0,4.0,,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3,1,1,1,3599,1,2,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Asian,With family (commuting),Male,0,20,1,0.8503481886588083,-0.21514031147362112,-0.21514031147362112,27,2.2,3.2,2,1,1,4,4,3,3,4,1,1,1,1,1,2,2,6.0,,6.0,6.0,,6.0,6.0,5.0,4.0,5.0,5.0,3,1,2,2,3600,2,7,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,7,2.5182,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,3,0,0.0,-1.0654885001324295,-0.0,5,0.0,1.0,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,2,2,3,3,3601,1,1,0
1,7,0.3836000000000004,6,8,1.9588,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,11,0,0.0,-1.0654885001324295,-0.0,-12,-1.7,-0.7,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,7.0,,3,3,2,1,3602,1,3,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,0,1,1,4,-0.4817999999999998,2,-0.31579999999999986,0,Asian,With family (commuting),Male,0,39,1,2.7480513532976296,1.6825628531652002,1.6825628531652002,28,2.3,3.3,2,3,3,4,3,3,4,4,3,3,3,3,4,4,3,4.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2,2,2,1,3603,2,6,1
1,7,0.3836000000000004,7,5,-1.0412,0,1,0,5,0.5182000000000002,4,1.6842000000000001,0,Asian,With family (commuting),Male,0,7,0,0.0,-1.0654885001324295,-0.0,-6,-1.1,-0.09999999999999998,4,4,4,2,3,3,3,2,3,4,3,3,3,3,3,1.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,5.0,6.0,4,2,1,4,3604,1,1,0
1,5,-1.6163999999999996,7,6,-0.0411999999999999,1,1,0,7,2.5182,4,1.6842000000000001,1,Black/African American,Off-campus (rent/apartment),Male,0,0,0,0.0,-1.0654885001324295,-0.0,-8,-1.3,-0.30000000000000004,2,2,2,3,3,3,4,2,4,4,4,4,4,2,2,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4,3,2,3,3605,0,3,1
1,8,1.3836000000000004,7,7,0.9588000000000001,1,0,0,7,2.5182,2,-0.31579999999999986,0,Hispanic/Latino,On-campus (residence hall),Male,0,39,1,2.7274556201049847,1.6619671199725552,1.6619671199725552,33,2.8,3.8,3,3,3,4,4,4,4,4,3,3,3,3,2,4,4,3.0,3.0,3.0,4.0,3.0,3.0,6.0,5.0,6.0,5.0,6.0,2,2,1,2,3606,2,4,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,0,1,1,5,0.5182000000000002,2,-0.31579999999999986,0,Asian,With family (commuting),Male,1,47,1,3.5395152247967148,2.4740267246642853,2.4740267246642853,23,1.7999999999999998,2.8,3,3,3,4,4,4,4,3,4,3,3,4,3,4,4,,2.0,2.0,3.0,3.0,2.0,7.0,6.0,6.0,6.0,7.0,2,2,2,2,3607,2,4,1
0,6,-0.6163999999999996,7,5,-1.0412,0,0,0,4,-0.4817999999999998,2,-0.31579999999999986,0,Asian,With family (commuting),Male,0,8,0,0.0,-1.0654885001324295,-0.0,11,0.6000000000000001,1.6,2,2,1,3,3,3,3,3,4,3,4,4,3,2,3,3.0,3.0,4.0,4.0,,4.0,5.0,5.0,6.0,5.0,5.0,2,2,2,3,3608,1,3,1
1,6,-0.6163999999999996,6,7,0.9588000000000001,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,0,White,On-campus (residence hall),Female,0,55,1,4.366425996858348,3.300937496725919,3.300937496725919,-4,-0.9,0.09999999999999998,3,4,3,2,2,3,3,3,2,2,2,2,1,3,3,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2,3,3,1,3609,2,6,1
1,5,-1.6163999999999996,6,8,1.9588,1,0,1,2,-2.4818,3,0.6842000000000001,1,Other/Multiracial/Unknown,With family (commuting),Male,0,3,0,0.0,-1.0654885001324295,-0.0,23,1.7999999999999998,2.8,2,2,2,3,3,3,3,3,4,4,3,4,4,4,4,2.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3,2,1,2,3610,1,2,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,1,5,0.5182000000000002,4,1.6842000000000001,0,White,Off-campus (rent/apartment),Male,0,4,0,0.0,-1.0654885001324295,-0.0,-10,-1.5,-0.5,2,2,2,2,2,3,3,3,3,2,3,3,3,3,4,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4,2,1,2,3611,1,3,1
0,6,-0.6163999999999996,7,5,-1.0412,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,58,1,4.633341074395532,3.5678525742631026,3.5678525742631026,27,2.2,3.2,2,2,2,2,2,3,2,2,4,3,4,3,4,3,3,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,4.0,4.0,2,3,2,3,3612,2,5,1
0,6,-0.6163999999999996,6,7,0.9588000000000001,0,0,0,4,-0.4817999999999998,4,1.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,20,1,0.8535702110663393,-0.21191828906609012,-0.21191828906609012,31,2.6,3.6,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5.0,5.0,5.0,5.0,5.0,6.0,4.0,3.0,,4.0,,4,2,2,1,3613,2,4,1
0,8,1.3836000000000004,7,5,-1.0412,1,1,1,7,2.5182,2,-0.31579999999999986,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,0,8,0,0.0,-1.0654885001324295,-0.0,7,0.19999999999999996,1.2,3,4,3,2,3,2,4,3,4,4,4,4,4,2,3,2.0,2.0,2.0,2.0,3.0,2.0,7.0,7.0,7.0,7.0,,2,2,2,3,3614,1,1,0
1,5,-1.6163999999999996,7,5,-1.0412,0,0,1,4,-0.4817999999999998,4,1.6842000000000001,0,Hispanic/Latino,With family (commuting),Female,0,30,1,1.8984373687334841,0.8329488686010547,0.8329488686010547,30,2.5,3.5,4,4,3,2,1,3,2,2,2,3,3,2,2,3,4,5.0,4.0,5.0,5.0,4.0,,5.0,4.0,4.0,5.0,4.0,4,2,1,2,3615,2,4,1
1,6,-0.6163999999999996,7,8,1.9588,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,On-campus (residence hall),Male,0,21,1,0.9014336126555108,-0.16405488747691865,-0.16405488747691865,7,0.19999999999999996,1.2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,6.0,5.0,5.0,3,1,3,2,3616,2,7,1
1,7,0.3836000000000004,7,7,0.9588000000000001,0,0,1,6,1.5182000000000002,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,33,1,2.1950166222825893,1.1295281221501599,1.1295281221501599,17,1.2,2.2,1,2,2,3,2,3,3,3,2,2,2,2,2,3,3,4.0,4.0,4.0,4.0,4.0,5.0,6.0,,5.0,5.0,6.0,2,2,2,2,3617,2,7,1
1,6,-0.6163999999999996,7,7,0.9588000000000001,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Other/Multiracial/Unknown,With family (commuting),Female,0,65,1,5.319195004890441,4.253706504758011,4.253706504758011,24,1.9,2.9,2,1,1,3,3,3,3,2,3,3,4,3,4,3,3,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,2,1,1,2,3618,2,6,1
0,6,-0.6163999999999996,7,5,-1.0412,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,16,1,0.4240830588755003,-0.6414054412569292,-0.6414054412569292,6,0.09999999999999998,1.1,1,1,1,4,4,3,3,3,4,3,2,2,2,3,3,5.0,5.0,5.0,5.0,6.0,,5.0,5.0,,5.0,,2,1,2,2,3619,2,4,1
1,6,-0.6163999999999996,7,8,1.9588,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,44,1,3.2150059658673937,2.1495174657349643,2.1495174657349643,-11,-1.6,-0.6000000000000001,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2,2,2,1,3620,2,5,1
1,8,1.3836000000000004,7,8,1.9588,0,1,1,4,-0.4817999999999998,1,-1.3157999999999999,0,Asian,With family (commuting),Male,1,55,1,4.367983570441923,3.3024950703094933,3.3024950703094933,-2,-0.7,0.3,2,3,3,4,4,4,3,4,2,3,3,3,2,2,3,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1,3,1,3,3621,2,5,1
1,6,-0.6163999999999996,7,8,1.9588,0,0,0,4,-0.4817999999999998,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Female,0,16,1,0.4625819168916955,-0.602906583240734,-0.602906583240734,32,2.7,3.7,4,3,3,2,3,3,3,3,3,2,2,2,2,2,2,5.0,5.0,6.0,5.0,5.0,6.0,4.0,,3.0,4.0,4.0,1,1,1,1,3622,2,4,1
0,8,1.3836000000000004,6,5,-1.0412,0,0,0,2,-2.4818,3,0.6842000000000001,0,Asian,With family (commuting),Female,0,45,1,3.3056503303923024,2.240161830259873,2.240161830259873,23,1.7999999999999998,2.8,2,3,2,3,3,3,4,4,3,3,3,3,3,3,3,4.0,5.0,,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3,1,2,2,3623,2,7,1
1,8,1.3836000000000004,7,6,-0.0411999999999999,0,1,1,3,-1.4817999999999998,2,-0.31579999999999986,0,Asian,With family (commuting),Female,0,29,1,1.708879853824446,0.6433913536920166,0.6433913536920166,33,2.8,3.8,2,3,3,4,4,3,4,4,2,2,3,2,2,3,4,5.0,5.0,,5.0,,4.0,4.0,4.0,4.0,5.0,4.0,2,2,2,3,3624,2,6,1
0,8,1.3836000000000004,7,6,-0.0411999999999999,0,0,1,6,1.5182000000000002,4,1.6842000000000001,0,Asian,With family (commuting),Male,0,27,1,1.5821855363544024,0.5166970362219729,0.5166970362219729,9,0.4,1.4,2,2,2,2,2,3,3,2,3,2,3,3,2,3,3,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,4,2,2,1,3625,2,4,1
1,7,0.3836000000000004,7,5,-1.0412,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,White,Off-campus (rent/apartment),Female,1,11,0,0.0,-1.0654885001324295,-0.0,-15,-2.0,-1.0,1,2,2,3,3,2,3,3,2,1,1,1,2,2,2,3.0,4.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,3,3,2,3,3626,1,2,1
0,8,1.3836000000000004,7,7,0.9588000000000001,0,0,0,6,1.5182000000000002,2,-0.31579999999999986,1,Other/Multiracial/Unknown,With family (commuting),Female,0,20,1,0.8026431980611566,-0.2628453020712729,-0.2628453020712729,16,1.1,2.1,3,3,3,3,3,3,3,2,2,2,3,2,3,4,4,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,2,2,2,2,3627,2,7,1
0,8,1.3836000000000004,6,5,-1.0412,0,0,0,4,-0.4817999999999998,2,-0.31579999999999986,0,White,With family (commuting),Male,0,56,1,4.483284940438153,3.417796440305724,3.417796440305724,-15,-2.0,-1.0,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2.0,3.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,2,2,2,2,3628,2,7,1
1,7,0.3836000000000004,7,8,1.9588,1,1,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,1,34,1,2.277052365884985,1.2115638657525554,1.2115638657525554,-13,-1.8,-0.8,3,3,3,3,3,2,2,3,4,4,4,3,2,2,2,6.0,,6.0,6.0,,6.0,3.0,3.0,4.0,3.0,4.0,3,1,2,2,3629,2,4,1
0,7,0.3836000000000004,6,6,-0.0411999999999999,0,0,0,3,-1.4817999999999998,3,0.6842000000000001,0,Hispanic/Latino,On-campus (residence hall),Male,0,56,1,4.497083485298347,3.4315949851659178,3.4315949851659178,0,-0.5,0.5,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,5.0,,5.0,5.0,5.0,5.0,,6.0,6.0,6.0,5.0,3,3,4,3,3630,2,5,1
1,8,1.3836000000000004,7,6,-0.0411999999999999,1,1,0,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,20,1,0.8863974807776802,-0.17909101935474925,-0.17909101935474925,-10,-1.5,-0.5,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,4.0,5.0,5.0,5.0,,5.0,3.0,3.0,3.0,3.0,3.0,3,3,3,2,3631,2,5,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,1,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,0,7,0,0.0,-1.0654885001324295,-0.0,4,-0.09999999999999998,0.9,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3,1,1,1,3632,1,1,0
0,6,-0.6163999999999996,6,5,-1.0412,0,1,0,3,-1.4817999999999998,1,-1.3157999999999999,0,Asian,With family (commuting),Male,1,39,1,2.743093373165152,1.6776048730327227,1.6776048730327227,34,2.9,3.9,2,2,2,3,3,3,2,3,2,2,2,2,3,2,2,6.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,1,1,1,3,3633,2,4,1
0,7,0.3836000000000004,7,7,0.9588000000000001,1,1,0,6,1.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,29,1,1.7831121446194884,0.717623644487059,0.717623644487059,-8,-1.3,-0.30000000000000004,2,3,3,1,1,1,1,1,4,3,3,3,3,4,4,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,,3.0,4.0,2,2,3,2,3634,2,7,1
