cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hapcl_c,hprecalc13,hprecalc13_c,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,hacadpr13,hacadpr13_c,tcare,tcare_c,firstgen,re_all,living18,sex,StemMaj,StemMaj_c,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,id,DE_group_temp,hdc17,DC_student
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,2,0,0.0,-0.5745506169396439,-0.0,-10,-1.5,-0.5,3,3,3,2,2,2,3,3,3,4,3,4,3,4,4,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4239,1,1,0
0,6,-0.5270000000000001,6,6,-0.044800000000000395,0,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,8,5.0504,0,White,On-campus (residence hall),Male,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,-5,-1.0,0.0,4,4,4,4,3,4,4,3,3,4,4,4,4,3,3,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,4240,1,2,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,0,1,0.7532,0,-0.3436,2,-2.4880000000000004,1,-1.3010000000000002,8,-1.7623999999999995,13,10.0504,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,7,0.19999999999999996,1.2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3.0,4.0,4.0,4.0,4.0,4.0,6.0,,6.0,6.0,6.0,4241,1,3,1
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,6,1.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,31,2.6,3.6,1,1,1,3,2,3,3,3,4,3,3,3,3,3,2,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4242,1,2,1
1,7,0.47299999999999986,7,7,0.9551999999999996,0,1,0.7532,0,-0.3436,2,-2.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,3,0.05039999999999978,1,Asian,With family (commuting),Male,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,7,0.19999999999999996,1.2,2,2,2,2,3,3,2,3,3,2,3,3,2,4,4,,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4243,1,1,0
0,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,23,1,1.1210323160180675,0.5464816990784236,0.5464816990784236,2,-0.3,0.7,3,4,3,3,4,4,4,4,3,4,3,3,3,3,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4244,2,6,1
0,6,-0.5270000000000001,6,7,0.9551999999999996,1,1,0.7532,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,19,1.4,2.4,3,3,4,4,4,3,4,3,4,4,4,4,3,2,2,3.0,,3.0,3.0,3.0,2.0,6.0,5.0,5.0,5.0,5.0,4245,1,2,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,1,-1.3010000000000002,0,-9.7624,8,5.0504,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,17,1,0.5082102615726235,-0.06634035536702043,-0.06634035536702043,2,-0.3,0.7,3,2,2,3,3,3,4,3,4,3,3,3,2,2,3,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4246,2,5,1
0,5,-1.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,0,-9.7624,0,-2.9496,1,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,80,1,6.8,6.225449383060356,6.225449383060356,33,2.8,3.8,3,3,3,4,4,3,3,3,3,3,3,4,3,2,2,5.0,,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4247,2,7,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,8,0.30000000000000004,1.3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2.0,3.0,3.0,3.0,3.0,,5.0,5.0,5.0,4.0,5.0,4248,1,2,1
0,7,0.47299999999999986,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,4,1.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,2,0,0.0,-0.5745506169396439,-0.0,-15,-2.0,-1.0,3,2,3,2,3,4,4,3,2,3,1,2,2,3,3,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4249,1,1,0
0,7,0.47299999999999986,6,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,1,-0.4,0.6,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,4.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,4250,1,2,1
0,6,-0.5270000000000001,7,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,8,-1.7623999999999995,13,10.0504,0,Asian,Off-campus (rent/apartment),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,2,1,1,2,2,3,2,2,2,2,2,2,2,3,2,4.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4251,1,2,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,28,1,1.6108479873910375,1.0362973704513936,1.0362973704513936,6,0.09999999999999998,1.1,3,3,2,3,2,3,4,4,4,4,3,4,4,4,4,2.0,2.0,3.0,2.0,2.0,2.0,6.0,5.0,5.0,6.0,5.0,4252,2,6,1
0,7,0.47299999999999986,6,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,7,2.5119999999999996,2,-0.30100000000000016,13,3.2376000000000005,3,0.05039999999999978,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,-9,-1.4,-0.4,2,3,2,4,3,4,3,4,4,4,4,4,4,3,3,4.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,6.0,5.0,4253,1,3,1
0,5,-1.5270000000000001,6,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,8,0.30000000000000004,1.3,2,2,2,3,3,3,4,3,3,3,2,2,3,2,3,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4254,1,1,0
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,Off-campus (rent/apartment),Male,1,0.7518,40,1,2.837694650843197,2.2631440339035533,2.2631440339035533,-5,-1.0,0.0,3,3,3,1,2,2,2,2,3,2,2,3,3,3,3,4.0,4.0,5.0,5.0,4.0,,4.0,5.0,4.0,4.0,4.0,4255,2,7,1
1,5,-1.5270000000000001,7,8,1.9551999999999996,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,13,3.2376000000000005,3,0.05039999999999978,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,20,1.5,2.5,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,4256,1,1,0
1,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,11,0.6000000000000001,1.6,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,6.0,5.0,4257,1,2,1
0,8,1.4729999999999999,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Other/Multiracial/Unknown,With family (commuting),Female,1,0.7518,9,0,0.0,-0.5745506169396439,-0.0,3,-0.2,0.8,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,5.0,5.0,4258,1,3,1
1,7,0.47299999999999986,6,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Male,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,2,-0.3,0.7,4,4,4,3,3,4,4,3,3,3,3,3,4,3,3,3.0,2.0,3.0,4.0,3.0,3.0,6.0,6.0,6.0,7.0,,4259,1,2,1
0,5,-1.5270000000000001,6,6,-0.044800000000000395,0,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,35,1,2.332125127508634,1.75757451056899,1.75757451056899,-13,-1.8,-0.8,3,3,2,3,3,2,2,3,3,2,3,3,3,4,4,2.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,,6.0,6.0,4260,2,6,1
1,7,0.47299999999999986,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,7,2.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,13,10.0504,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,-10,-1.5,-0.5,2,2,2,4,3,4,3,4,2,2,2,2,2,3,3,3.0,3.0,3.0,4.0,2.0,3.0,5.0,6.0,5.0,5.0,5.0,4261,1,1,0
1,5,-1.5270000000000001,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,0,-9.7624,3,0.05039999999999978,0,Hispanic/Latino,With family (commuting),Female,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,21,1.6,2.6,3,3,3,3,3,3,3,2,4,2,4,3,3,2,2,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4262,1,3,1
0,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,6,1.5119999999999996,3,0.6989999999999998,0,-9.7624,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,-13,-1.8,-0.8,2,2,2,2,3,3,3,2,2,2,3,1,2,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,4263,1,1,0
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-5,-1.0,0.0,3,4,4,3,3,3,3,3,2,2,3,2,3,4,4,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,4264,1,2,1
1,6,-0.5270000000000001,6,7,0.9551999999999996,0,0,-0.2468,1,0.6564,6,1.5119999999999996,1,-1.3010000000000002,0,-9.7624,0,-2.9496,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,18,1.3,2.3,3,4,3,4,4,4,4,3,2,2,3,3,2,2,2,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,,6.0,,4265,1,2,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,1,-0.4,0.6,4,3,4,2,3,3,2,2,2,2,3,3,2,3,3,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,4266,1,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,28,2.3,3.3,4,4,4,2,2,2,2,2,3,2,3,3,3,3,3,4.0,4.0,4.0,3.0,4.0,3.0,5.0,6.0,5.0,5.0,6.0,4267,1,3,1
0,7,0.47299999999999986,6,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-9,-1.4,-0.4,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4268,1,1,0
0,8,1.4729999999999999,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,2,-2.4880000000000004,1,-1.3010000000000002,13,3.2376000000000005,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,30,1,1.831373521245773,1.256822904306129,1.256822904306129,19,1.4,2.4,3,3,3,2,2,2,2,2,3,3,3,3,3,3,4,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,4269,2,4,1
0,5,-1.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,1,0.7518,17,1,0.5594554362975049,-0.015095180642138994,-0.015095180642138994,13,0.8,1.8,4,3,4,3,3,3,3,3,2,3,3,3,3,4,4,4.0,3.0,4.0,4.0,3.0,4.0,6.0,,6.0,7.0,7.0,4270,2,4,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,0,-9.7624,0,-2.9496,1,White,Off-campus (rent/apartment),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,2,3,2,3,3,2,3,2,3,3,3,3,3,2,2,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,4271,1,2,1
1,6,-0.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.4880000000000004,4,1.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,2,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,6.0,6.0,4272,1,3,1
1,6,-0.5270000000000001,7,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,2,-2.4880000000000004,1,-1.3010000000000002,8,-1.7623999999999995,8,5.0504,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,18,1.3,2.3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4273,1,2,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,18,8.2376,0,-2.9496,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,28,2.3,3.3,3,3,3,2,3,2,3,2,3,3,2,3,3,4,4,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4274,1,2,1
1,7,0.47299999999999986,7,7,0.9551999999999996,0,1,0.7532,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Female,0,-0.2482,40,1,2.88175530553415,2.3072046885945063,2.3072046885945063,8,0.30000000000000004,1.3,4,4,4,3,4,3,4,3,3,4,4,3,3,4,4,3.0,3.0,3.0,3.0,3.0,,7.0,7.0,7.0,7.0,7.0,4275,2,6,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,23,13.2376,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,1,0.7518,11,0,0.0,-0.5745506169396439,-0.0,9,0.4,1.4,3,3,3,3,3,2,3,3,4,4,4,4,3,2,3,3.0,3.0,3.0,2.0,2.0,3.0,5.0,6.0,6.0,6.0,5.0,4276,1,1,0
0,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,18,8.2376,0,-2.9496,0,White,With family (commuting),Female,0,-0.2482,40,1,2.8149248771204314,2.2403742601807872,2.2403742601807872,-7,-1.2,-0.19999999999999996,3,3,3,4,4,4,3,4,3,3,2,3,3,3,4,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4277,2,5,1
0,7,0.47299999999999986,7,7,0.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,0,Asian,With family (commuting),Male,0,-0.2482,27,1,1.5732731048581972,0.9987224879185532,0.9987224879185532,-6,-1.1,-0.09999999999999998,1,1,1,3,3,3,3,3,2,2,4,2,2,3,3,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4278,2,4,1
1,8,1.4729999999999999,7,6,-0.044800000000000395,0,1,0.7532,1,0.6564,4,-0.48800000000000043,3,0.6989999999999998,18,8.2376,0,-2.9496,0,White,On-campus (residence hall),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,-14,-1.9,-0.8999999999999999,4,4,4,3,3,3,2,3,3,3,2,3,4,3,3,4.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,6.0,6.0,5.0,4279,1,3,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,White,Off-campus (rent/apartment),Female,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,15,1.0,2.0,3,4,3,2,2,3,3,3,3,3,4,3,3,3,3,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,5.0,4280,1,3,1
1,6,-0.5270000000000001,6,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-14,-1.9,-0.8999999999999999,3,3,2,3,2,3,4,3,3,3,2,3,3,3,3,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4281,1,2,1
0,5,-1.5270000000000001,7,5,-1.0448000000000004,1,1,0.7532,1,0.6564,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,30,2.5,3.5,2,2,2,3,2,2,3,3,1,2,2,1,1,2,2,6.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,4282,1,3,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,12,1,0.07803896914692654,-0.4965116477927174,-0.4965116477927174,-2,-0.7,0.3,4,4,4,3,4,3,3,4,4,4,3,3,4,4,3,2.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,,5.0,5.0,4283,2,7,1
0,7,0.47299999999999986,6,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,4,0,0.0,-0.5745506169396439,-0.0,13,0.8,1.8,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,4284,1,2,1
1,6,-0.5270000000000001,6,8,1.9551999999999996,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,White,Off-campus (rent/apartment),Male,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,-12,-1.7,-0.7,1,2,1,2,3,3,2,2,3,4,4,4,3,2,2,6.0,5.0,5.0,5.0,6.0,6.0,3.0,3.0,3.0,3.0,4.0,4285,1,2,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,4,1.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Asian,Off-campus (rent/apartment),Male,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,31,2.6,3.6,2,2,2,2,3,2,3,2,2,2,1,2,2,4,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4286,1,3,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,1,-1.3010000000000002,28,18.2376,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,33,2.8,3.8,2,3,2,2,1,3,2,2,3,3,3,3,3,3,3,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4287,1,1,0
0,7,0.47299999999999986,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,18,8.2376,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,9,0,0.0,-0.5745506169396439,-0.0,15,1.0,2.0,2,2,2,3,3,4,3,4,3,2,3,2,3,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4288,1,2,1
1,7,0.47299999999999986,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,18,8.2376,13,10.0504,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,13,0.8,1.8,4,3,3,4,4,3,4,3,4,4,4,3,4,3,3,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,4289,1,3,1
0,5,-1.5270000000000001,6,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,18,8.2376,13,10.0504,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,11,0.6000000000000001,1.6,2,2,1,2,2,3,2,2,2,1,2,1,1,3,2,4.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,4290,1,2,1
1,8,1.4729999999999999,7,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,18,1.3,2.3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,4.0,3.0,3.0,5.0,,5.0,4.0,5.0,4291,1,2,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Black/African American,On-campus (residence hall),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,21,1.6,2.6,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4292,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,18,8.2376,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,4,-0.09999999999999998,0.9,3,3,2,3,3,3,3,3,2,2,3,2,2,3,3,4.0,,4.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,4293,1,2,1
1,6,-0.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.48800000000000043,1,-1.3010000000000002,13,3.2376000000000005,0,-2.9496,1,Asian,With family (commuting),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,21,1.6,2.6,2,2,2,4,4,4,4,3,3,2,3,3,2,3,3,4.0,4.0,4.0,,5.0,4.0,6.0,6.0,5.0,5.0,6.0,4294,0,2,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,4,1.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Male,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,7,0.19999999999999996,1.2,3,3,3,2,3,3,2,3,2,1,1,1,2,2,2,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,4295,1,2,1
